stock_code,description,median_unit_price,n_invoices,first_seen,last_seen
84877D,BLUE ROUND COMPACT MIRROR,3.36,43,2009-12-09,2011-09-25
84879,ASSORTED COLOUR BIRD ORNAMENT,1.69,2648,2009-12-01,2011-11-14
84880,WHITE WIRE EGG HOLDER,5.95,371,2009-12-03,2011-11-13
84881,BLUE WIRE SPIRAL CANDLE HOLDER,6.35,24,2010-01-28,2011-07-17
84882,GREEN WIRE STANDING CANDLE HOLDER,3.75,35,2009-12-03,2011-11-11
84884A,ANT WHITE WIRE HEART SPIRAL,3.95,337,2009-12-01,2011-11-14
84886,BLUE METAL WALL SHELF,9.95,9,2010-01-28,2010-07-01
84891B,GREEN WIRE GOBLET CANDLEHOLDER,7.95,6,2010-05-30,2010-11-18
84893,ANT WHITE IRON BASKET,5.95,15,2009-12-06,2010-03-01
84898F,YELLOW FLOWERS FELT HANDBAG KIT,2.1,52,2009-12-01,2011-03-24
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,1.25,21,2009-12-01,2010-05-06
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,2.51,53,2009-12-01,2010-11-26
84901,BLACK FACE LAMB WITH PANTS,3.75,74,2009-12-01,2010-10-20
84902,PINK KNITTED COW STUFFED TOY,3.75,53,2009-12-01,2010-07-04
84905,PINK BUTTERFLY CUSHION COVER,5.06,105,2009-12-16,2011-06-29
84906,PINK B'FLY C/COVER W BOBBLES,5.95,21,2009-12-03,2011-05-23
84907,PINK YELLOW PATCH CUSHION COVER,5.79,36,2009-12-02,2011-09-21
84908A,PINK 5 PATCH FLOWER CUSHION COVER,5.91,36,2010-02-07,2010-11-12
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,5.91,35,2010-03-02,2010-11-18
84909A,PINK PAISLEY QUILT,12.75,30,2009-12-09,2010-03-24
84910A,PINK PAISLEY CUSHION COVER,5.95,53,2009-12-01,2011-07-20
84912A,PINK ROSE WASHBAG,3.36,232,2009-12-03,2011-09-22
84912B,GREEN ROSE WASHBAG,3.36,240,2009-12-01,2011-11-11
84913A,SOFT PINK ROSE TOWEL,3.36,266,2009-12-09,2011-11-07
84913B,MINT GREEN ROSE TOWEL,3.36,197,2009-12-02,2011-11-11
84914A,PINK ROSE PICNIC RUG,25.95,5,2010-05-05,2010-06-09
84915,HAND TOWEL PINK FLOWER AND DAISY,4.21,35,2010-03-30,2011-11-14
84916,HAND TOWEL PALE BLUE W FLOWERS,4.21,58,2009-12-04,2011-05-04
84917,WHITE HAND TOWEL WITH BUTTERFLY,4.21,53,2010-01-07,2011-05-26
84918,CREAM CUSHION COVER WITH FLOWERS,5.91,63,2009-12-06,2010-09-27
84919,BLUE CUSHION COVER WITH FLOWER,6.95,43,2009-12-09,2011-09-21
84920,PINK FLOWER FABRIC PONY,3.75,86,2009-12-01,2011-11-09
84921,CREAM AND PINK FLOWERS PONY,3.75,14,2009-12-13,2011-10-19
84922,PINK BUTTERFLY WASHBAG,4.25,15,2009-12-03,2011-09-06
84923,PINK BUTTERFLY HANDBAG W BOBBLES,4.21,134,2010-02-04,2011-11-11
84924A,WAKE UP COCKEREL CALENDAR SIGN,3.75,57,2009-12-04,2011-11-09
84924D,LA PALMIERA METAL SIGN CALENDAR,3.75,15,2009-12-04,2010-11-11
84924F,PSYCHEDELIC METAL SIGN CALENDAR,2.27,10,2009-12-22,2011-07-29
84925A,WAKE UP COCKEREL WALL THERMOMETER,2.55,17,2009-12-02,2010-03-28
84925C,FAIRY CAKES  WALL THERMOMETER,2.55,10,2009-12-02,2010-05-11
84925D,LA PALMIERA WALL THERMOMETER,2.55,26,2009-12-07,2011-06-23
84925E,FLOWERS WALL THERMOMETER,2.55,3,2009-12-02,2010-01-12
84925F,PSYCHEDELIC WALL THERMOMETER,2.55,34,2010-01-12,2011-07-31
84926A,WAKE UP COCKEREL TILE COASTER,1.25,47,2010-03-03,2011-11-11
84926B,SCOTTS ROSES TILE COASTER,1.25,10,2009-12-02,2010-04-18
84926C,FAIRY CAKES TILE COASTER,1.25,31,2009-12-01,2010-08-05
84926D,LA PALMIERA TILE COASTER,1.25,42,2009-12-04,2011-11-11
84926E,FLOWERS TILE COASTER,0.29,47,2009-12-04,2011-11-10
84926F,PSYCHEDELIC TILE COASTER,1.25,37,2009-12-04,2011-11-14
84927A,WAKE UP COCKEREL TILE HOOK,2.1,33,2010-02-03,2011-08-09
84927D,LA PALMIERA TILE HOOK,2.1,28,2010-04-18,2011-07-25
84927E,FLOWERS TILE HOOK,2.1,29,2010-02-02,2011-07-18
84927F,PSYCHEDELIC TILE HOOK,2.1,56,2009-12-16,2011-11-14
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.485,91,2009-12-01,2011-11-09
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2.55,78,2009-12-01,2011-11-10
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,2.55,77,2009-12-14,2011-11-13
84932A,SMALL GREEN PEONY FOLDING STOOL,1.95,24,2009-12-04,2010-06-14
84932B,SMALL PINK PEONY FOLDING STOOL,1.95,17,2009-12-04,2010-04-26
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,1.95,34,2009-12-04,2010-06-30
84932D,SMALL ORIENTAL RED FOLDING STOOL,1.95,21,2009-12-04,2010-04-20
84933A,LARGE GREEN PEONY FOLDING STOOL,2.1,6,2009-12-01,2010-02-01
84933B,LARGE PINK PEONY FOLDING STOOL,2.1,6,2009-12-01,2010-01-22
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,2.1,6,2009-12-04,2010-01-22
84934,ASSTD DESIGN POP ART SLIM PEN,0.85,13,2009-12-01,2010-04-09
84937,KASHMIR FOLKART TUMBLERS,2.1,124,2009-12-01,2010-05-07
84942,KASHMIR FOLKART HEART DISHES,1.69,3,2009-12-16,2010-01-24
84944,SET OF 6 KASHMIR FOLKART BAUBLES,4.25,194,2009-12-01,2011-11-04
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.85,589,2009-12-04,2011-11-14
84946,ANTIQUE SILVER TEA GLASS ETCHED,1.25,1638,2009-12-01,2011-11-14
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1.25,630,2009-12-02,2011-11-14
84948,SILVER HANGING T-LIGHT HOLDER DOME,1.65,36,2009-12-01,2010-05-11
84949,SILVER HANGING T-LIGHT HOLDER,1.65,654,2009-12-01,2011-11-14
84950,ASSORTED COLOUR T-LIGHT HOLDER,0.85,257,2009-12-01,2011-11-14
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1.66,128,2009-12-01,2011-11-10
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,1.66,113,2009-12-01,2011-11-14
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,2.51,39,2009-12-06,2011-11-14
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,2.51,43,2009-12-01,2011-11-14
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,3.75,42,2009-12-02,2011-10-11
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,59.95,2,2010-02-22,2010-05-19
84963A,PINK PAINTED KASHMIRI CHAIR,46.45,9,2010-02-02,2010-12-05
84963B,BLUE PAINTED KASHMIRI CHAIR,49.95,6,2010-05-19,2011-08-04
84964A,PINK PAINTED KASHMIRI TABLE,45.0,2,2010-02-22,2010-11-02
84964B,BLUE PAINTED KASHMIRI TABLE,45.0,2,2010-02-22,2010-11-02
84965A,PINK KASHMIRI COFFEE TABLE,30.0,3,2010-02-22,2010-11-02
84965B,BLUE KASHMIRI COFFEE TABLE,45.0,4,2010-02-22,2010-11-02
84966A,PINK KASHMIRI BOXED MIRROR,20.0,4,2010-01-19,2010-11-02
84966B,BLUE KASHMIRI BOXED MIRROR,16.0,4,2010-01-19,2010-11-02
84966C,GREEN KASHMIRI BOXED MIRROR,12.0,2,2010-09-03,2010-11-02
84967A,PINK KASHMIRI OCCASIONAL TABLE,79.95,3,2010-02-02,2010-10-24
84967B,BLUE KASHMIRI OCCASIONAL TABLE,79.95,11,2010-01-06,2010-11-02
84967C,GREEN KASHMIRI OCCASIONAL TABLE,79.95,4,2010-05-19,2010-10-11
84968A,SET OF 16 VINTAGE ROSE CUTLERY,12.75,204,2009-12-03,2011-11-08
84968B,S/16 VINTAGE IVORY CUTLERY,12.75,137,2009-12-01,2011-04-06
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,12.75,187,2009-12-01,2011-11-04
84968D,SET OF 16 VINTAGE RED CUTLERY,12.75,107,2009-12-08,2011-11-14
84968E,SET OF 16 VINTAGE BLACK CUTLERY,12.75,107,2009-12-02,2011-11-02
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,12.75,133,2009-12-01,2011-11-13
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.25,325,2009-12-02,2011-11-14
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,0.95,1106,2009-12-01,2011-11-14
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.85,1482,2009-12-01,2011-11-14
84971L,LARGE HEART FLOWERS HOOK,1.25,58,2009-12-01,2010-04-07
84971S,SMALL HEART FLOWERS HOOK,0.85,448,2009-12-02,2011-11-11
84972L,GIANT PINK HEART MEMO HOLDER,3.95,46,2009-12-09,2010-07-14
84974,S/2 ZINC HEART DESIGN PLANTERS,9.95,57,2010-01-06,2011-11-01
84975,HEART SHAPED MIRROR,1.69,212,2009-12-01,2010-12-08
84976,RECTANGULAR SHAPED MIRROR,1.69,52,2009-12-09,2011-11-10
84977,WIRE FLOWER T-LIGHT HOLDER,1.25,44,2009-12-01,2011-03-18
84978,HANGING HEART JAR T-LIGHT HOLDER,1.25,1367,2009-12-04,2011-11-14
84984A,GREEN PEONY CUSHION COVER,4.65,17,2010-01-08,2011-11-08
84984B,RED PEONY CUSHION COVER,4.65,16,2010-01-08,2011-11-08
84984C,ORIENTAL BLUE C/COVER,4.65,16,2009-12-09,2010-11-14
84984D,ORIENTAL RED C/COVER,4.65,21,2009-12-01,2011-11-08
84985A,SET OF 72 GREEN PAPER DOILIES,1.45,161,2009-12-01,2011-03-01
84985B,SET OF 72 BLACK PAPER DOILIES,1.45,25,2009-12-01,2010-05-26
84986B,SET OF 36 SILVER PAPER DOILIES,1.45,80,2009-12-01,2010-10-13
84987,SET OF 36 TEATIME PAPER DOILIES,1.45,792,2009-12-01,2011-11-14
84988,SET OF 72 PINK HEART PAPER DOILIES,1.45,983,2009-12-01,2011-11-14
84989A,75 GREEN FAIRY CAKE CASES,0.55,188,2009-12-02,2011-10-10
84989B,75 BLACK FAIRY CAKE CASES,0.55,63,2009-12-03,2010-08-08
84990,60 GOLD AND SILVER FAIRY CAKE CASES,0.55,193,2009-12-01,2011-05-08
84991,60 TEATIME FAIRY CAKE CASES,0.55,2049,2009-12-01,2011-11-14
84992,72 SWEETHEART FAIRY CAKE CASES,0.55,1389,2009-12-01,2011-11-14
84993A,75 GREEN PETIT FOUR CASES,0.42,199,2009-12-03,2011-11-14
84993B,75 BLACK PETIT FOUR CASES,0.42,99,2009-12-03,2011-08-08
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3.75,644,2009-12-01,2011-11-14
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3.75,1067,2009-12-01,2011-11-14
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,3.75,986,2009-12-01,2011-11-14
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,3.75,1099,2009-12-01,2011-11-14
85006,SET 4 NURSERY DES ROUND BOXES,2.95,37,2009-12-01,2011-04-27
85007,SET OF 3 VINTAGE TEA TIME BOXES,4.65,21,2009-12-02,2010-03-02
85008,SET OF 3 CONEY ISLAND OVAL BOXES,4.95,99,2009-12-01,2011-04-10
85014A,BLACK/BLUE POLKADOT UMBRELLA,5.95,687,2009-12-01,2011-11-11
85014B,RED RETROSPOT UMBRELLA,5.95,903,2009-12-01,2011-11-14
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,5.95,72,2009-12-01,2010-06-11
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,5.95,90,2009-12-01,2010-03-29
85015,SET OF 12  VINTAGE POSTCARD SET,2.51,231,2009-12-01,2011-11-14
85016,SET OF 6 VINTAGE NOTELETS KIT,2.51,167,2009-12-01,2011-05-31
85017A,ENVELOPE 50 ROMANTIC IMAGES,0.83,174,2009-12-01,2011-04-03
85017B,ENVELOPE 50 BLOSSOM IMAGES,0.83,317,2009-12-02,2011-11-08
85017C,ENVELOPE 50 CURIOUS IMAGES,0.85,119,2009-12-01,2011-05-12
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,4.25,10,2009-12-16,2010-08-13
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,4.25,10,2009-12-16,2010-11-03
85018C,S/6 PAPER BOXES CURIOUS IMAGES,4.25,4,2009-12-09,2010-11-24
85018D,YULETIDE IMAGES S/6 PAPER BOXES,2.55,80,2009-12-02,2011-01-14
85019A,ROMANTIC IMAGES NOTEBOOK SET,1.25,45,2010-01-05,2011-11-14
85019B,BLOSSOM  IMAGES NOTEBOOK SET,1.25,43,2010-03-18,2011-11-14
85019C,CURIOUS  IMAGES NOTEBOOK SET,4.25,25,2009-12-04,2011-06-09
85020,ROUND PINK HEART MIRROR,2.1,55,2009-12-04,2011-11-01
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,2.55,10,2009-12-04,2010-04-19
85023B,EAU DE NILE JEWELLED PHOTOFRAME,2.55,36,2009-12-03,2011-11-11
85023C,PINK LARGE JEWELED PHOTOFRAME,2.55,11,2010-01-18,2010-06-06
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,1.65,1,2009-12-04,2009-12-04
85024B,EAU DE NILE JEWELLED PHOTOFRAME,1.65,18,2010-01-19,2011-09-09
85024C,PINK SMALL JEWELLED PHOTOFRAME,1.65,40,2009-12-04,2011-10-05
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,1.65,88,2009-12-07,2011-11-11
85025C,PINK HEART SHAPE PHOTO FRAME,1.65,125,2009-12-02,2011-08-24
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,0.85,27,2009-12-01,2011-10-26
85027L,FRENCH CHATEAU LARGE PLATTER,1.95,40,2010-01-17,2011-04-19
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,7.95,27,2009-12-01,2011-04-08
85028S,FRENCH CHATEAU SMALL FRUITBOWL,2.25,33,2009-12-01,2011-04-08
85030,FRENCH CHATEAU OVAL PLATTER,7.95,29,2009-12-15,2011-04-08
85031A,ROMANTIC IMAGES SCRAP BOOK SET,3.36,102,2009-12-01,2011-04-13
85031B,BLOSSOM IMAGES SCRAP BOOK SET,3.36,85,2009-12-01,2010-12-16
85031C,CURIOUS IMAGES SCRAP BOOK SET,3.36,106,2009-12-01,2010-12-16
85032A,ROMANTIC IMAGES GIFT WRAP SET,0.65,141,2009-12-02,2011-11-14
85032B,BLOSSOM IMAGES GIFT WRAP SET,0.65,129,2010-01-22,2011-11-14
85032C,CURIOUS IMAGES GIFT WRAP SET,1.63,137,2009-12-04,2011-11-14
85032D,YULETIDE IMAGES GIFT WRAP SET,1.66,133,2009-12-02,2011-10-06
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,1.95,32,2009-12-01,2010-09-21
85033S,SET/6 SILVER REINDEER T-LIGHTS,0.65,49,2009-12-01,2010-11-08
85034A,3 GARDENIA MORRIS BOXED CANDLES,4.25,137,2009-12-01,2011-11-10
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,3.36,110,2009-12-01,2011-11-14
85034C,3 ROSE MORRIS BOXED CANDLES,3.36,139,2009-12-04,2011-11-14
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4.25,181,2009-12-02,2011-10-26
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4.25,137,2009-12-06,2011-10-27
85035C,ROSE 3 WICK MORRIS BOX CANDLE,4.25,179,2009-12-02,2011-11-13
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,4.25,166,2009-12-03,2011-10-31
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,4.25,87,2009-12-01,2011-11-13
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,4.25,120,2009-12-01,2011-11-13
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2.1,359,2009-12-01,2011-11-14
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1.65,269,2009-12-01,2011-11-14
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1.65,250,2009-12-02,2011-11-14
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1.65,108,2009-12-03,2011-11-14
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.65,416,2009-12-01,2011-11-14
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1.65,255,2009-12-01,2011-04-10
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1.65,92,2009-12-01,2010-07-15
85042,ANTIQUE LILY FAIRY LIGHTS,4.95,292,2009-12-01,2010-11-16
85043,RED HEART CANDY POP LIGHTS,4.95,1,2010-01-04,2010-01-04
85044,RED REINDEER STRING OF 20 LIGHTS,4.95,40,2009-12-01,2010-11-22
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,4.95,83,2009-12-01,2011-11-02
85047,WHITE BEADED GARLAND STRING 20LIGHT,6.35,236,2009-12-01,2011-01-27
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,7.95,448,2009-12-01,2011-11-14
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.25,630,2009-12-01,2011-11-14
85049B,LUSH GREENS RIBBONS,1.25,341,2009-12-01,2011-09-20
85049C,ROMANTIC PINKS RIBBONS,1.25,480,2009-12-01,2011-11-13
85049D,BRIGHT BLUES RIBBONS,1.25,402,2009-12-01,2011-09-28
85049E,SCANDINAVIAN REDS RIBBONS,1.25,820,2009-12-01,2011-11-14
85049F,BABY BOOM RIBBONS,1.25,314,2009-12-02,2011-09-26
85049G,CHOCOLATE BOX RIBBONS,1.25,535,2009-12-01,2011-11-14
85049H,URBAN BLACK RIBBONS,1.25,311,2009-12-01,2011-11-14
85050,FRENCH ENAMEL SOAP DISH WITH LID,2.1,1,2010-05-11,2010-05-11
85053,FRENCH ENAMEL CANDLEHOLDER,2.1,331,2009-12-01,2011-11-14
85054,FRENCH ENAMEL POT W LID,2.95,200,2009-12-01,2011-11-14
85055,FRENCH ENAMEL UTENSIL HOLDER,3.75,107,2009-12-01,2011-01-18
85059,FRENCH ENAMEL WATER BASIN,3.75,198,2009-12-01,2011-11-14
85060,WOOD FAN WITH FLOWER DESIGN,1.25,87,2009-12-04,2010-07-26
85061W,WHITE JEWELLED HEART DECORATION,0.85,454,2009-12-01,2011-11-14
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1.65,331,2009-12-10,2011-11-14
85063,CREAM SWEETHEART MAGAZINE RACK,16.95,180,2009-12-01,2010-11-18
85064,CREAM SWEETHEART LETTER RACK,5.45,279,2009-12-01,2011-01-27
85065,CREAM SWEETHEART TRAYS,12.75,256,2009-12-02,2010-10-29
85066,CREAM SWEETHEART MINI CHEST,12.75,882,2009-12-01,2011-11-14
85067,CREAM SWEETHEART WALL CABINET,18.95,175,2009-12-01,2011-01-13
85068,CREAM SWEETHEART SHELF + HOOKS,7.95,197,2009-12-01,2010-11-15
85069,CREAM SWEETHEART DOUBLE SHELF,16.95,1,2009-12-11,2009-12-11
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,125.0,3,2010-05-16,2010-07-26
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,0.39,133,2009-12-01,2011-11-14
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.39,147,2009-12-01,2011-11-14
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.85,122,2009-12-06,2011-11-14
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.83,100,2009-12-01,2011-11-14
85072,OCCASIONS GIFT CARD ASSORTMENT,0.55,1,2009-12-10,2009-12-10
85077,KISSING REINDEER TABLE RUNNER,5.95,1,2009-12-22,2009-12-22
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,0.65,162,2009-12-03,2011-11-02
85079,EMBROIDERED REINDEER DECORATION,0.85,8,2009-12-03,2009-12-23
85080,PADDED RED HEART DECORATION,0.42,22,2009-12-02,2010-09-26
85081,PADDED HOLLY CHRISTMAS DECORATION,0.42,21,2009-12-09,2010-10-07
85083,KISS REINDEER SCANDINAVIAN STOCKING,2.55,2,2009-12-03,2009-12-10
85084,HOLLY TOP CHRISTMAS STOCKING,0.85,84,2009-12-08,2010-12-21
85086A,CANDY SPOT HEART DECORATION,0.85,152,2009-12-01,2011-08-12
85087,CANDY SPOT CUSHION COVER,3.29,146,2009-12-04,2011-10-07
85088,CANDY SPOT HAND BAG,2.1,75,2009-12-02,2011-11-14
85089,CANDY SPOT BUNNY,2.95,28,2009-12-02,2011-11-08
85090,CANDY SPOT APRON,4.65,53,2009-12-01,2010-11-24
85091,CANDY SPOT BREAD BASKETS,4.95,20,2009-12-14,2010-08-15
85092,CANDY SPOT TEA COSY,3.35,24,2010-01-11,2011-02-20
85093,CANDY SPOT EGG WARMER HARE,0.83,152,2009-12-07,2011-11-03
85094,CANDY SPOT EGG WARMER RABBIT,0.83,99,2009-12-15,2011-11-13
85095,THREE CANVAS LUGGAGE TAGS,1.28,46,2010-08-19,2011-11-09
85096,HILDA CANDY SPOT RABBIT,3.75,64,2009-12-04,2011-10-10
85097B,BLUE ROCKING SINGING CANARY,3.75,40,2009-12-02,2010-08-09
85098B,BLUE FLYING SINGING CANARY,3.75,114,2009-12-02,2010-11-18
85099B,JUMBO BAG RED RETROSPOT,1.95,3826,2009-12-01,2011-11-14
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.95,1786,2009-12-01,2011-11-14
85099F,JUMBO BAG STRAWBERRY,1.95,1801,2009-12-01,2011-11-14
85103,SILVER T-LIGHT SETTING,6.75,87,2009-12-02,2011-07-19
85104,SILVER GLASS T-LIGHT SET,2.95,53,2009-12-01,2011-11-14
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,2.55,57,2009-12-08,2011-08-18
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2.55,60,2009-12-02,2011-11-06
85109,PINK BOUDOIR T-LIGHT HOLDER,0.85,20,2009-12-11,2010-12-19
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,0.85,23,2009-12-10,2010-09-27
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,0.29,69,2009-12-02,2011-11-14
85112,S/3 TEAR DROP CUT GLASS DECORATION,1.25,34,2009-12-01,2010-02-07
85113,POLKA DOT PISTACHIO PAIL,2.1,48,2009-12-02,2010-08-19
85114A,BLACK ENCHANTED FOREST PLACEMAT,1.65,115,2009-12-22,2011-11-07
85114B,IVORY ENCHANTED FOREST PLACEMAT,1.65,230,2009-12-01,2011-11-08
85114C,RED ENCHANTED FOREST PLACEMAT,1.65,181,2009-12-01,2011-11-14
85115B,S/4 BLACK DISCO PARTITION PANEL,6.27,2,2010-06-09,2011-10-11
85116,BLACK CANDELABRA T-LIGHT HOLDER,1.66,181,2009-12-01,2011-10-14
85117,NIGHTINGALE COATHOOK WHITE,1.65,61,2009-12-05,2010-05-04
85118,HEART T-LIGHT HOLDER,1.25,81,2009-12-07,2011-01-17
85119,WATERING CAN SINGLE HOOK PISTACHIO,1.69,39,2009-12-15,2010-12-07
85121B,RETRO LAUNDRY TUB PINK,8.5,48,2009-12-03,2010-06-27
85121C,RETRO LAUNDRY TUB PISTACHIO,8.5,53,2009-12-07,2010-11-17
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.95,5245,2009-12-01,2011-11-14
85123B,ZINC HANGING HEART T-LITE HLDR,6.04,1,2009-12-22,2009-12-22
85124A,PINK JUICY FRUIT PHOTO FRAME,2.55,104,2009-12-01,2010-10-01
85124B,BLUE JUICY FRUIT PHOTO FRAME,2.55,103,2009-12-08,2011-11-11
85124C,GREEN JUICY FRUIT PHOTO FRAME,2.55,123,2009-12-08,2011-10-23
85125,SMALL ROUND CUT GLASS CANDLESTICK,4.95,59,2009-12-01,2011-11-10
85126,LARGE ROUND CUTGLASS CANDLESTICK,6.75,34,2009-12-01,2010-12-21
85127,SMALL SQUARE CUT GLASS CANDLESTICK,4.95,74,2009-12-01,2011-11-13
85128,PLANTPOT SINGLE HOOK PISTACHIO,2.56,4,2009-12-04,2010-01-12
85129A,"WHITE PEARL BEADED HEART, SMALL",1.25,75,2009-12-01,2010-08-29
85129B,BEADED CRYSTAL HEART GREEN SMALL,1.25,54,2009-12-15,2011-11-09
85129C,BEADED CRYSTAL HEART BLUE SMALL,1.25,64,2009-12-02,2011-11-10
85129D,BEADED CRYSTAL HEART PINK SMALL,1.25,162,2009-12-01,2011-11-14
85130A,BEADED PEARL HEART WHITE LARGE,1.65,86,2009-12-01,2011-05-23
85130B,BEADED CRYSTAL HEART GREEN LARGE,1.65,80,2010-01-11,2011-11-07
85130C,BEADED CRYSTAL HEART BLUE  LARGE,1.65,64,2010-01-05,2011-11-14
85130D,BEADED CRYSTAL HEART PINK LARGE,1.65,104,2009-12-02,2011-11-13
85131A,BEADED PEARL HEART WHITE ON STICK,0.85,199,2009-12-03,2011-10-30
85131B,BEADED CRYSTAL HEART GREEN ON STICK,0.83,202,2009-12-16,2011-11-14
85131C,BEADED CRYSTAL HEART BLUE ON STICK,0.83,72,2010-01-28,2011-11-14
85131D,BEADED CRYSTAL HEART PINK ON STICK,0.83,255,2009-12-17,2011-11-10
85132A,CHARLIE + LOLA BISCUITS TINS,8.47,260,2009-12-01,2011-05-24
85132B,CHARLIE AND LOLA TABLE TINS,3.95,133,2009-12-06,2011-06-21
85132C,CHARLIE AND LOLA FIGURES TINS,5.79,306,2009-12-01,2011-09-02
85135A,YELLOW DRAGONFLY HELICOPTER,7.95,58,2009-12-02,2011-11-11
85135B,BLUE DRAGONFLY HELICOPTER,7.95,114,2009-12-01,2011-11-06
85135C,RED DRAGONFLY HELICOPTER,7.95,103,2009-12-02,2011-11-13
85136A,YELLOW SHARK HELICOPTER,7.95,95,2009-12-01,2011-11-07
85136B,BLUE SHARK HELICOPTER,7.95,47,2009-12-03,2010-12-14
85136C,RED SHARK HELICOPTER,7.95,108,2009-12-01,2011-11-10
85141,JARDIN ETCHED GLASS FRUITBOWL,10.75,71,2009-12-15,2011-06-16
85142,JARDIN ETCHED GLASS GINGER JAR,7.95,34,2009-12-06,2010-07-08
85144,JARDIN ETCHED GLASS CHEESE DISH,7.25,70,2009-12-06,2011-05-03
85145,JARDIN ETCHED GLASS LARGE BELL JAR,12.75,30,2009-12-17,2011-04-28
85146,JARDIN ETCHED GLASS SMALL BELL JAR,5.95,29,2010-03-26,2011-04-07
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,4.95,16,2009-12-01,2010-05-02
85150,LADIES & GENTLEMEN METAL SIGN,2.55,1055,2009-12-01,2011-11-14
85151,WELCOME METAL SIGN,1.25,8,2009-12-02,2009-12-14
85152,HAND OVER THE CHOCOLATE   SIGN,2.1,1412,2009-12-01,2011-11-14
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,12.72,1,2010-01-13,2010-01-13
85159A,"BLACK TEA,COFFEE,SUGAR JARS",1.95,77,2009-12-07,2011-11-06
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1.95,86,2009-12-02,2011-11-07
85160A,WHITE BIRD GARDEN DESIGN MUG,1.25,35,2009-12-10,2011-01-25
85160B,BLACK BIRD GARDEN DESIGN MUG,1.25,37,2009-12-14,2011-11-13
