row_id,word,src_accent,source_pronunciation,tgt_accent,phonemes
train_017717,unstinting,GA,ʌnstɪntɪŋ,RP,ʌnstɪntɪŋ
train_017718,transformer,RP,tɹænsfɔmə,GA,tɹænsfoɹməɹ
train_017719,frankly,NZ,fɹɛŋkli,AU,fɹæŋkli
train_017720,hanging,RP,hæŋɪŋ,NZ,hɛŋəŋ
train_017721,laura,GA,lɔɹə,RP,lɔɹə
train_017722,measure,GA,mɛʒɚ,RP,mɛʒə
train_017723,domestique,RP,dəʊmɛstik,GA,dəmɛstik
train_017724,scour,NZ,skæʊə,AU,skæɔə
train_017725,goes,RP,ɡəʊz,GA,ɡoʊz
train_017726,accent,AU,æksɛnt,RP,aksənt
train_017727,aired,AU,ed,GA,ɛɹd
train_017728,feather,RP,fɛðə,AU,feðə
train_017729,pension,AU,penʃən,NZ,penʃən
train_017730,separability,GA,sɛpɹəbɪləti,RP,sɛpɹəbɪlɪti
train_017731,refer,GA,ɹifɚ,AU,ɹifə
train_017732,zymurgy,RP,zaɪmɜd͡ʒi,GA,zaɪmɜɹd͡ʒi
train_017733,ceremonial,GA,sɛɹɪmoʊniəl,RP,sɛɹɪməʊnɪəl
train_017734,smorgasbord,GA,smɔɹɡəsbɔɹd,RP,smɔɡæsbɔd
train_017735,scandal,RP,skændəl,NZ,skɛndəl
train_017736,ubiquity,NZ,jʉbəkwəti,RP,jubɪkwɪti
train_017737,realization,GA,ɹiəlɪzeɪʃən,RP,ɹɪəlaɪzeɪʃən
train_017738,accelerate,GA,ɪksɛləɹeɪt,AU,əkseləɹæɪt
train_017739,taxidermy,AU,tæksɪdəmi,RP,tæksɪdəmi
train_017740,bareness,GA,bɛɚnəs,RP,bɛənəs
train_017741,float,RP,fləʊt,GA,floʊt
train_017742,literacy,NZ,lətəɹəsi,GA,lɪtəɹəsi
train_017743,ordination,NZ,odənæɪʃn̩,AU,odɪnæɪʃn̩
train_017744,economist,NZ,əkɒnəmɪst,RP,ɪkɒnəmɪst
train_017745,log,RP,lɒɡ,GA,lɔɡ
train_017746,curves,RP,kɜvz,GA,kɚvz
train_017747,portray,RP,pɔtɹeɪ̯,GA,poɹtɹeɪ̯
train_017748,standee,GA,stændi,RP,standi
train_017749,procure,RP,pɹəkjʊə,GA,pɹəkjʊɹ
train_017750,dynamic,GA,daɪnæmɪk,AU,dɑenæmɪk
train_017751,abstruse,GA,əbstɹus,RP,əbstɹus
train_017752,salamander,RP,sæləmændə,GA,sæləmændɚ
train_017753,frigidarium,GA,fɹɪd͡ʒədɛɹiəm,RP,fɹɪd͡ʒɪdɛəɹiəm
train_017754,render,RP,ɹɛndə,GA,ɹɛndɚ
train_017755,mantilla,RP,mantɪlə,GA,mæntijə
train_017756,production,GA,pɹədʌkʃən,RP,pɹədʌkʃn̩
train_017757,logistical,RP,lədʒɪstɪkəl,GA,lədʒɪstɪkəl
train_017758,exhaustive,NZ,ɘɡzostɘv,RP,ɪɡzɔstɪv
train_017759,jaundice,NZ,d͡ʒondəs,GA,d͡ʒɑndɪs
train_017760,valence,GA,veɪləns,RP,veɪləns
train_017761,realizing,GA,ɹiəlaɪzɪŋ,RP,ɹɪəlaɪzɪŋ
train_017762,revolutionize,RP,ɹɛvəljuʃənaɪz,AU,ɹevəljuʃənɑɪz
train_017763,formula,GA,fɔɹmjələ,RP,fɔmjʊlə
train_017764,hairy,NZ,heəɹi,RP,hɛəɹi
train_017765,erratic,GA,ɪɹætɪk,NZ,əɹɛtək
train_017766,parched,GA,pɑɹt͡ʃt,RP,pɑtʃt
train_017767,expressive,RP,ɪkspɹɛsɪv,NZ,əkspɹesəv
train_017768,arcus,GA,ɑɹkəs,RP,ɑkəs
train_017769,stirrup,GA,stɝəp,RP,stɪɹəp
train_017770,maritime,GA,mɛɹɪtaɪm,AU,mæɹɪtɑem
train_017771,misbehavior,RP,mɪsbɪheɪvjəɹ,AU,mɪsbɪhæɪvjəɹ
train_017772,caramel,GA,kæɹəmɛl,RP,kæɹəmɛl
train_017773,smooch,RP,smut͡ʃ,GA,smut͡ʃ
train_017774,bikini,RP,bɪkini,GA,bɪkini
train_017775,merely,NZ,miəli,GA,mɪɹli
train_017776,tear,NZ,tiə,AU,te
train_017777,richer,GA,ɹɪt͡ʃɚ,RP,ɹɪt͡ʃə
train_017778,closely,NZ,klɐʉsli,AU,kləʉsli
train_017779,variations,GA,vɛɹieɪʃənz,RP,vɛəɹɪeɪʃənz
train_017780,indirect,AU,ɪndɪɹekt,GA,ɪndɪɹɛkt
train_017781,lazy,AU,læɪzi,RP,leɪ̯zi
train_017782,preconception,RP,pɹikənsɛpʃən,GA,pɹikənsɛpʃən
train_017783,nepotism,GA,nɛpətɪzəm,AU,nepətɪzəm
train_017784,affair,AU,əfe,RP,əfɛə
train_017785,numerical,NZ,njʉmeɹəkəl,AU,njʉmeɹɪkəl
train_017786,banana,GA,bənænə,RP,bənɑnə
train_017787,glandular,GA,ɡlænd͡ʒəlɚ,RP,ɡlandjʊlə
train_017788,chapters,GA,t͡ʃæptɚz,RP,t͡ʃæptəz
train_017789,remove,RP,ɹɪmuv,AU,ɹɪmʉv
train_017790,deadlock,RP,dɛdlɒk,AU,dedlɔk
train_017791,chamfer,RP,t͡ʃæmfə,GA,t͡ʃæmfɚ
train_017792,memorabilia,AU,meməɹəbɪlɪə,RP,mɛməɹəbɪlɪə
train_017793,necropolis,RP,nɛkɹɒpəlɪs,GA,nɛkɹɑpələs
train_017794,marks,RP,mɑks,GA,mɑɹks
train_017795,connotation,GA,kɑnəteɪʃən,RP,kɒnəteɪʃən
train_017796,bitter,GA,bɪtɚ,RP,bɪtə
train_017797,illumine,GA,ɪlumən,RP,ɪljumɪn
train_017798,arson,GA,ɑɹsən,RP,ɑsən
train_017799,catamenia,RP,kætəminɪə,GA,kætəminɪə
train_017800,organic,NZ,oɡɛnək,RP,ɔɡænɪk
train_017801,incorporation,RP,ɪŋkɔpəɹeɪʃən,AU,ɪŋkopəɹæɪʃən
train_017802,effulgent,GA,ɪfʌld͡ʒənt,RP,ɪfʌldʒənt
train_017803,melon,RP,mɛlən,AU,melən
train_017804,excretion,AU,ɪkskɹiʃən,NZ,əkskɹiʃən
train_017805,sear,GA,sɪɹ,RP,sɪə̯ɹ
train_017806,modulate,RP,mɒd͡ʒɪleɪt,GA,mɑd͡ʒəleɪt
train_017807,aft,AU,ɐft,RP,ɑft
train_017808,master,AU,mɐstə,RP,mɑstə
train_017809,consultancy,RP,kənsʌltənsi,AU,kənsɐltənsi
train_017810,muse,GA,mjuz,AU,mjʉz
train_017811,sclerosis,GA,skləɹoʊsɪs,NZ,skləɹɐʉsəs
train_017812,doctrines,RP,dɒktɹɪnz,GA,dɑktɹɪnz
train_017813,archipelago,GA,ɑɹkəpɛləɡoʊ,RP,ɑkɪpɛlɪɡəʊ
train_017814,falsity,RP,fɔlsɪti,GA,fɔlsɪti
train_017815,shortcut,AU,ʃotkɐ̞t,RP,ʃɔtkʌt
train_017816,rods,GA,ɹɑdz,RP,ɹɒdz
train_017817,hoose,RP,hus,GA,hus
train_017818,antagonist,AU,æntæɡənɪst,GA,æntæɡənɪst
train_017819,gazetteer,RP,ɡæzətɪə,GA,ɡæzətɪəɹ
train_017820,cooler,AU,kʉləɹ,GA,kulɚ
train_017821,bold,NZ,baʉld,GA,boʊld
train_017822,aggiornamento,RP,ədʒɔnəmɛntəʊ,GA,əd͡ʒɔɹnəmɛntoʊ
train_017823,rabid,RP,ɹæbɪd,GA,ɹæbɪd
train_017824,enduring,GA,ɪndjʊɚɪŋ,AU,əndʒʉɹɪŋ
train_017825,articulately,RP,ɑtɪkjələtli,GA,ɑɹtɪkjələtli
train_017826,documentation,NZ,dɒkjʊmentæɪʃən,AU,dɔkjʊmentæɪʃən
train_017827,toric,RP,tɒɹɪk,GA,tɔɹɪk
train_017828,never,GA,nɛvɚ,RP,nɛvə
train_017829,salmon,AU,sæmən,RP,sæmən
train_017830,modern,AU,mɔdən,NZ,mɒdən
train_017831,calves,GA,kævz,RP,kɑvz
train_017832,tallyho,RP,tælihəʊ,GA,tælihoʊ
train_017833,commercial,RP,kəmɜʃəl,AU,kəmɜʃəl
train_017834,whom,AU,hʉm,RP,hum
train_017835,expressive,AU,ɪkspɹesɪv,NZ,əkspɹesəv
train_017836,coordination,AU,kəʉodɪnæɪʃən,GA,koʊoɹdɪneɪʃən
train_017837,garland,RP,ɡɑlənd,AU,ɡalənd
train_017838,cyclotron,RP,saɪklətɹɒn,GA,saɪklətɹɑn
train_017839,hawser,RP,hɔzə,GA,hɔzɚ
train_017840,others,RP,ʌðəz,GA,ʌðɚz
train_017841,lose,RP,luz,GA,luz
train_017842,necromancer,RP,nɛkɹəʊmænsə,GA,nɛkɹəmænsɚ
train_017843,misericordia,GA,mɪzɛɹɪkɔɹdiə,RP,mɪzɛɹɪkɔdiə
train_017844,reprehensible,GA,ɹɛpɹəhɛnsəbəl,RP,ɹɛpɹɪhɛnsɪbəl
train_017845,translations,GA,tɹænzleɪʃənz,RP,tɹænzleɪʃənz
train_017846,gargle,GA,ɡɑɹɡəl,RP,ɡɑɡəl
train_017847,autocratic,GA,ɑtoʊkɹætɪk,RP,ɔtəkɹætɪk
train_017848,civilization,NZ,səvəlaɪzæɪʃən,RP,sɪvɪlaɪzeɪʃən
train_017849,sororal,GA,səɹɔɹəl,RP,səɹɔɹəl
train_017850,blunder,GA,blʌndɚ,RP,blʌndə
train_017851,pathogenesis,RP,pæθəʊd͡ʒɛnəsɪs,GA,pæθoʊd͡ʒɛnəsɪs
train_017852,delivered,RP,dɪlɪvəd,GA,dɪlɪvɚd
train_017853,engineer,GA,ɛnd͡ʒɪnɪəɹ,RP,ɛndʒɪnɪə
train_017854,generate,AU,d͡ʒenəɹæɪt,RP,d͡ʒɛnəɹeɪt
train_017855,prevail,RP,pɹɪveɪl,AU,pɹɪvæɪl
train_017856,bunker,AU,bɐŋkə,RP,bʌŋkə
train_017857,ascertained,RP,æsəteɪnd,GA,æsɚteɪnd
train_017858,sunflower,RP,sʌnflaʊə,GA,sʌnflaʊəɹ
train_017859,mugger,RP,mʌɡə,GA,mʌɡɚ
train_017860,zealousness,AU,zeləsnɪs,RP,zɛləsnɪs
train_017861,democratic,RP,dɛməkɹætɪk,NZ,deməkɹɛtək
train_017862,sand,AU,sænd,RP,sænd
train_017863,saga,AU,sɐɡə,RP,sɑɡə
train_017864,endeavour,AU,ɪndevə,GA,ɪndɛvɚ
train_017865,praise,AU,pɹæɪz,RP,pɹeɪz
train_017866,retrospective,NZ,ɹetɹəspektəv,GA,ɹɛtɹəspɛktɪv
train_017867,anatomic,RP,ænətɒmɪk,GA,ænətɑmɪk
train_017868,socialism,GA,soʊʃəlɪzəm,RP,səʊʃəlɪzəm
train_017869,singsong,GA,sɪŋsɔŋ,RP,sɪŋsɒŋ
train_017870,container,GA,kənteɪnəɹ,RP,kənteɪnə
train_017871,deformation,RP,dɛfəmeɪʃən,AU,difomæɪʃən
train_017872,generosity,GA,d͡ʒɛnəɹɑsəti,RP,d͡ʒɛnəɹɒsɪti
train_017873,layers,RP,leɪəz,GA,leɪɚz
train_017874,rubber,AU,ɹɐbə,RP,ɹʌbə
train_017875,thumper,GA,θʌmpɚ,RP,θʌmpə
train_017876,celebration,AU,seləbɹæɪʃən,RP,sɛlɪbɹeɪʃən
train_017877,firm,NZ,føm,RP,fɜm
train_017878,progressive,GA,pɹəɡɹɛsɪv,AU,pɹəɡɹesɪv
train_017879,languorous,RP,læŋɡərəs,GA,læŋɡərəs
train_017880,resilience,AU,ɹɪzɪlɪəns,RP,ɹɪzɪlɪəns
train_017881,avocado,NZ,ɛvəkɐdɐʉ,RP,ævəkɑdəʊ
train_017882,worldwide,RP,wɜldwaɪd,GA,wɝldwaɪd
train_017883,permeable,RP,pɜmiəbəl,AU,pɜmiəbəl
train_017884,acolyte,NZ,ɛkəlaɪt,RP,ækəlaɪt
train_017885,modulate,NZ,mɒd͡ʒəlæɪt,GA,mɑd͡ʒəleɪt
train_017886,rumor,RP,ɹumə,GA,ɹumɚ
train_017887,sclerosis,RP,skləɹəʊsɪs,GA,skləɹoʊsɪs
train_017888,derm,GA,dɝm,RP,dɜm
train_017889,aquifer,GA,ɑkwɪfɝ,RP,ækwɪfə
train_017890,xenophobic,GA,zinəfoʊbɪk,RP,zɛnəfəʊbɪk
train_017891,sponsor,AU,spɔnsə,RP,spɒnsə
train_017892,orotund,GA,ɔɹəʊtʌnd,RP,ɒɹəʊtʌnd
train_017893,perfect,RP,pɜfɪkt,AU,pɜfekt
train_017894,formation,GA,fɔɹmeɪʃən,AU,fomæɪʃən
train_017895,hygroscopic,AU,hɑeɡɹəskɔpɪk,GA,haɪɡɹəskɑpɪk
train_017896,milieu,GA,mɪlju,RP,miljɜ
train_017897,deletion,RP,dɪliʃən,NZ,dəliʃən
train_017898,nutritional,GA,nutɹɪʃənəl,RP,njutɹɪʃənəl
train_017899,garderobe,GA,ɡɑɹdɹoʊb,RP,ɡɑdɹəʊb
train_017900,screener,RP,skɹinə,GA,skɹinɚ
train_017901,category,AU,kætɪɡəɹi,RP,kætɪɡəɹi
train_017902,impervious,RP,ɪmpɜviəs,GA,ɪmpɝviəs
train_017903,underfoot,GA,ʌndɚfʊt,RP,ʌndəfʊt
train_017904,topper,RP,tɒpə,GA,tɑpɚ
train_017905,perspiration,GA,pɝspəɹeɪʃən,RP,pɜspəɹeɪʃən
train_017906,disinformation,RP,dɪsɪnfəmeɪʃən,GA,dɪsɪnfɚmeɪʃən
train_017907,gleam,GA,ɡlim,RP,ɡlim
train_017908,idiolect,RP,ɪdiəʊ̯lɛkt,GA,ɪdiəlɛkt
train_017909,cor,RP,kɔ,GA,kɔɹ
train_017910,allo,GA,æloʊ,RP,æləʊ
train_017911,devotee,RP,dɛvəti,GA,divoʊti
train_017912,taxonomy,GA,tæksɑnəmi,AU,tæksɔnəmi
train_017913,airless,GA,ɛɹləs,NZ,iələs
train_017914,seizure,GA,siʒɚ,RP,siʒəɹ
train_017915,lizard,RP,lɪzəd,GA,lɪzɚd
train_017916,contributions,GA,kɑntɹɪbjuʃənz,RP,kɒntɹɪbjuʃənz
train_017917,allocated,AU,æləkæɪtɪd,GA,æləkeɪtɪd
train_017918,quebracho,RP,kɪbɹɑt͡ʃəʊ,GA,kɛbɹɑt͡ʃoʊ
train_017919,goat,NZ,ɡɐʉt,GA,ɡoʊt
train_017920,shivered,RP,ʃɪvəd,GA,ʃɪvɚd
train_017921,utopian,RP,jutəʊpiən,GA,jutoʊpiən
train_017922,closing,GA,kloʊzɪŋ,RP,kləʊzɪŋ
train_017923,jasper,RP,d͡ʒæspə,GA,d͡ʒæspɚ
train_017924,croissant,NZ,kɹɘsɔnt,RP,kɹwæsɒ̃
train_017925,mulga,AU,mɐlɡə,RP,mʌlɡə
train_017926,jobs,RP,d͡ʒɒbz,GA,d͡ʒɑbz
train_017927,contestation,GA,kɑntɛsteɪʃən,RP,kɒntɛsteɪʃən
train_017928,apprehensive,AU,æpɹɪhensɪv,RP,æpɹɪhɛnsɪv
train_017929,ornithological,RP,ɔnɪθəlɒd͡ʒɪkəl,GA,ɔɹnɪθəlɑd͡ʒɪkəl
train_017930,ergonomics,GA,ɝɡənɑmɪks,AU,ɜɡənɔmɪks
train_017931,pauper,GA,pɔpɚ,RP,pɔpə
train_017932,brag,AU,bɹæɡ,RP,bɹæɡ
train_017933,hilarious,AU,hɪleɹiəs,GA,hɪlɛəɹiəs
train_017934,passages,AU,pæsəd͡ʒəz,NZ,pɛsəd͡ʒəz
train_017935,chopsticks,RP,t͡ʃɒpstɪks,GA,t͡ʃɑpstɪks
train_017936,irreplaceable,AU,ɪɹəplæɪsəbəl,RP,ɪɹɪpleɪsəbəl
train_017937,quantify,AU,kwɔntɪfɑe,GA,kwɑntɪfaɪ
train_017938,radiferous,RP,ɹeɪdɪfəɹəs,GA,ɹeɪdɪfəɹəs
train_017939,husbandry,RP,hʌzbəndɹi,GA,hʌzbəndɹi
train_017940,ptosis,RP,təʊsɪs,GA,toʊsɪs
train_017941,stupendous,GA,stupɛndəs,RP,stjupɛndəs
train_017942,accusative,NZ,əkjʉzətəv,RP,əkjuzətɪv
train_017943,antediluvian,GA,æntidəluviən,RP,æntɪdɪluvɪən
train_017944,systole,RP,sɪstəli,NZ,səstəli
train_017945,radiologist,GA,ɹeɪdiɑləd͡ʒɪst,RP,ɹeɪdiɒləd͡ʒɪst
train_017946,clergy,RP,klɜdʒi,GA,klɝd͡ʒi
train_017947,comply,AU,kəmplɑe,RP,kəmplaɪ
train_017948,fursuit,RP,fɜɹsut,AU,fɜsʉt
train_017949,cheerful,GA,t͡ʃɪɹfl̩,RP,t͡ʃɪəfl̩
train_017950,execration,RP,ɛksɪkɹeɪʃən,GA,ɛksəkɹeɪʃən
train_017951,yearning,RP,jɜnɪŋ,GA,jɝnɪŋ
train_017952,frumenty,RP,fɹumənti,GA,fɹumənti
train_017953,weir,RP,wɪə̯,NZ,wiə
train_017954,glossary,NZ,ɡlɒsəɹi,AU,ɡlɔsəɹi
train_017955,share,AU,ʃe,NZ,ʃeə
train_017956,flair,RP,flɛə,AU,fle
train_017957,conduce,GA,kəndjus,RP,kəndjus
train_017958,output,NZ,æʊtpʊt,RP,aʊtpʊt
train_017959,apricot,RP,eɪpɹɪkɒt,GA,eɪpɹɪkɑt
train_017960,acupressure,RP,ækjupɹɛʃə,GA,ækjupɹɛʃɚ
train_017961,torta,GA,tɔɹtə,RP,tɔtə
train_017962,pandemonium,GA,pændəmoʊniəm,RP,pændɪməʊniəm
train_017963,supplemental,GA,sʌpləmɛntəl,RP,sʌplɪmɛntəl
train_017964,antimetabole,GA,æntimətæbəli,RP,æntɪmətæbəli
train_017965,warming,GA,woɹmɪŋ,RP,wɔmɪŋ
train_017966,rachitic,GA,ɹəkɪtɪk,RP,ɹəkɪtɪk
train_017967,normalize,RP,nɔməlaɪz,GA,nɔɹməlaɪz
train_017968,their,NZ,ðeə,RP,ðɛə
train_017969,departmentalization,RP,dɪpɑtmɛntəlaɪzeɪʃən,NZ,dəpɐtmentəlaɪzæɪʃən
train_017970,compote,GA,kɑmpoʊt,RP,kɒmpəʊt
train_017971,clash,NZ,klɛʃ,RP,klæʃ
train_017972,motive,GA,moʊtɪv,RP,məʊtɪv
train_017973,economical,AU,ekənɔmɪkəl,GA,ɛkənɑmɪkəl
train_017974,deviation,GA,divieɪʃən,AU,diviæɪʃən
train_017975,enquire,RP,ɛnkwaɪə,GA,ɛnkwaɪɹ
train_017976,locomotive,RP,ləʊkəməʊtɪv,GA,loʊkəmoʊtɪv
train_017977,voracity,RP,vəɹæsɪti,GA,vəɹæsəti
train_017978,harmony,RP,hɑməni,GA,hɑ̟ɹməni
train_017979,potent,AU,pəʉtənt,RP,pəʊtənt
train_017980,mesmerism,GA,mɛzmɚɪzəm,AU,mezməɹɪzəm
train_017981,otorhinolaryngology,GA,ɑtoɹaɪnolæɹɪŋɡɑləd͡ʒi,RP,ɒtəʊraɪnəʊlæɹɪŋɡɒləd͡ʒi
train_017982,specific,RP,spɪsɪfɪk,GA,spɪsɪfɪk
train_017983,polarize,RP,pəʊləɹaɪz,AU,pəʉləɹɑez
train_017984,bastion,NZ,bɛstiən,RP,bæstiən
train_017985,imaginable,GA,ɪmæd͡ʒɪnəbəl,RP,ɪmadʒɪnəbəl
train_017986,goal,AU,ɡəʉl,NZ,ɡɐʉl
train_017987,interloper,AU,ɪntəlæɔ̯pə,GA,ɪntɚloʊ̯pɚ
train_017988,johnson,RP,d͡ʒɒnsən,GA,d͡ʒɑnsən
train_017989,rebut,RP,ɹɪbʌt,AU,ɹɪbɐt
train_017990,cared,NZ,keəd,RP,kɛəd
train_017991,tose,GA,toʊz,RP,təʊz
train_017992,how,RP,haʊ,NZ,hæʊ
train_017993,burly,RP,bɜli,NZ,bøli
train_017994,tension,GA,tɛnʃən,RP,tɛnʃn̩
train_017995,contacted,GA,kɑntæktɪd,RP,kɒntæktɪd
train_017996,phenolic,GA,fɪnɑlɪk,RP,fɪnɒlɪk
train_017997,specifically,NZ,spəsəfəkli,RP,spɪsɪfɪkli
train_017998,scruff,AU,skɹɐf,RP,skɹʌf
train_017999,caesar,RP,sizə,GA,sizɚ
train_018000,procedure,NZ,pɹəsid͡ʒə,AU,pɹəsid͡ʒə
train_018001,holiday,GA,hɑlədeɪ,RP,hɒlɪdeɪ
train_018002,brine,AU,bɹɑ̟ɪ̯n,RP,bɹaɪ̯n
train_018003,existential,GA,ɛɡzɪstɛntʃəl,RP,ɛɡzɪstɛnʃl̩
train_018004,correspondent,RP,kɒɹɪspɒndənt,AU,kɔɹɪspɔndənt
train_018005,stow,GA,stoʊ,NZ,stɐʉ
train_018006,larboard,GA,lɑɹbɔɹd,RP,lɑbɔd
train_018007,tumultuous,RP,tjʊmʌltjʊəs,GA,tumʌlt͡ʃuəs
train_018008,pain,AU,pæɪ̯n,GA,peɪ̯n
train_018009,turntable,GA,tɝnteɪbəl,RP,tɜnteɪbəl
train_018010,vermouth,GA,vɚmuθ,RP,vəmuθ
train_018011,discontinuity,AU,dɪskɔntɪnjʉɪti,RP,dɪskɒntɪnjuɪti
train_018012,prior,AU,pɹɑeə,NZ,pɹaɪə
train_018013,dawg,AU,doɡ,RP,dɔɡ
train_018014,spirometer,RP,spʌɪɹɒmɪtə,GA,spaɪɹɑmətɚ
train_018015,dogger,GA,dɑɡɚ,RP,dɒɡə
train_018016,mods,GA,mɑdz,RP,mɒdz
train_018017,deoxycorticosterone,RP,diɒksɪkɔtɪkəʊstɛɹəʊn,GA,diɑksɪkɔɹtɪkɑstəɹoʊn
train_018018,obsolete,AU,ɔbsəlit,RP,ɒbsəlit
train_018019,diagonal,RP,daɪ̯æɡənəl,AU,dɑɪ̯æɡənəl
train_018020,versatile,RP,vɜsətaɪl,AU,vɜsətəl
train_018021,cytoplasm,AU,sɑetəʉplæzəm,RP,saɪtəʊplæzəm
train_018022,draughts,RP,dɹɑfts,AU,dɹɐfts
train_018023,dasyphyllous,GA,dæsɪfɪləs,RP,dæsɪfɪləs
train_018024,mog,GA,mɔɡ,RP,mɒɡ
train_018025,permeable,GA,pɝmiəbəl,NZ,pømiəbəl
train_018026,wrench,NZ,ɹent͡ʃ,RP,ɹɛnt͡ʃ
train_018027,heptode,GA,hɛptoʊd,RP,hɛptəʊd
train_018028,popularity,GA,pɑpjəlæɹəti,AU,pɔpjəlæɹəti
train_018029,posology,GA,pəzɑləd͡ʒi,RP,pəʊsɒləd͡ʒi
train_018030,stagnation,AU,stæɡnæɪʃən,NZ,stɛɡnæɪʃən
train_018031,sock,GA,sɑk,RP,sɒk
train_018032,criteria,AU,kɹɑetɪəɹiə,GA,kɹaɪtɪɹiə
train_018033,withdraw,RP,wɪðdɹɔ,GA,wɪðdɹɔ
train_018034,mortal,GA,mɔɹtəl,RP,mɔtəl
train_018035,grifter,RP,ɡɹɪftə,GA,ɡɹɪftɚ
train_018036,supervise,AU,sʉpəvɑez,NZ,sʉpəvaɪz
train_018037,horseback,RP,hɔsbæk,GA,hɔɹsbæk
train_018038,psychology,GA,saɪkɑləd͡ʒi,AU,sɑɪkɔləd͡ʒɪ
train_018039,circles,RP,sɜkl̩z,GA,sɝkl̩z
train_018040,loperamide,GA,loʊpɛɹəmaɪd,RP,ləʊpɛɹəmʌɪd
train_018041,sensible,GA,sɛnsəbəl,RP,sɛnsɪbəl
train_018042,catheter,GA,kæθɪtɚ,RP,kæθɪtəɹ
train_018043,devote,RP,dɪvəʊt,GA,dɪvoʊt
train_018044,confidence,GA,kɑnfɪdəns,AU,kɔnfɪdəns
train_018045,shopkeeper,RP,ʃɒpkipə,GA,ʃɑpkipɚ
train_018046,bloom,RP,blum,AU,blʉm
train_018047,epsilon,GA,ɛpsɪlɑn,RP,ɛpsaɪlən
train_018048,answering,GA,ænsɚɪŋ,RP,ɑnsəɹɪŋ
train_018049,loa,GA,loʊ̯ə,RP,ləʊ̯ə
train_018050,possibly,GA,pɑsɪbli,RP,pɒsəbli
train_018051,cloister,AU,kloɪstə,RP,klɔɪstə
train_018052,pasta,AU,pɑstə,NZ,pɑstə
train_018053,upstairs,NZ,ɐpstiəz,GA,ʌpstɛɹz
train_018054,narc,RP,nɑk,AU,nä̝k
train_018055,clank,NZ,klɛŋk,AU,klænk
train_018056,anxiety,AU,æŋzɑeəti,NZ,ɛŋzɑeəti
train_018057,pertain,RP,pəteɪn,AU,pətæɪn
train_018058,ourouparia,RP,uɹupɛəɹiə,GA,uɹupɛɹiə
train_018059,zymology,RP,zaɪmɒləd͡ʒi,GA,zaɪmɑləd͡ʒi
train_018060,yearly,NZ,jiəli,GA,jɪɹli
train_018061,grew,RP,ɡɹu,AU,ɡɹʉ
train_018062,dollar,AU,dɔlə,NZ,dɒlə
train_018063,perdure,RP,pəd͡ʒʊə̯,GA,pɚdʊɹ
train_018064,notch,AU,nɔtʃ,RP,nɒtʃ
train_018065,federation,AU,fedəɹæɪ̯ʃən,RP,fɛdəɹeɪ̯ʃən
train_018066,song,RP,sɒŋ,NZ,sɒŋ
train_018067,photodisintegration,RP,foʊtoʊdɪsɪntɪɡɹeɪʃən,GA,foʊtoʊdɪsɪɾ̃əɡɹeɪʃən
train_018068,nepotism,RP,nɛpətɪzəm,AU,nepətɪzəm
train_018069,realised,RP,ɹɪəlaɪzd,GA,ɹiəlaɪzd
train_018070,thug,AU,θɐɡ,RP,θʌɡ
train_018071,apricot,AU,æepɹɪkɒt,GA,eɪpɹɪkɑt
train_018072,hangover,RP,hæŋəʊ̯və,GA,hæŋoʊ̯vɚ
train_018073,commodious,RP,kəməʊdɪəs,GA,kəmoʊdiəs
train_018074,languorous,GA,læŋɡərəs,RP,læŋɡərəs
train_018075,folding,GA,foʊldɪŋ,RP,fəʊldɪŋ
train_018076,abstemious,RP,æbstimɪəs,GA,æbstimiəs
train_018077,aware,GA,əwɛɚ,RP,əwɛə
train_018078,carry,AU,kæɹi,NZ,kɛɹi
train_018079,entertainment,RP,ɛntəteɪnmənt,GA,ɛntɚteɪnmənt
train_018080,nonstop,GA,nɑnstɑp,AU,nɔnstɔp
train_018081,palingenesis,GA,pælɪnd͡ʒɛnəsiz,RP,pælɪnd͡ʒɛnɪsɪs
train_018082,pope,AU,pəʉp,NZ,pɐʉp
train_018083,centralization,NZ,sentɹəlaɪzæɪʃən,GA,sɛntɹələzeɪʃən
train_018084,hubris,NZ,hjʉbɹəs,AU,hjʉbɹɪs
train_018085,minuscule,RP,mɪnɪskjul,GA,mɪnəskjul
train_018086,yeoman,AU,jəʉmən,GA,joʊmən
train_018087,panel,AU,pænəl,RP,pænəl
train_018088,aspartame,GA,æspɚteɪm,RP,əspɑteɪm
train_018089,kaddish,GA,kɑdɪʃ,RP,kædɪʃ
train_018090,president,RP,pɹɛzɪdənt,AU,pɹezɪdənt
train_018091,sinew,GA,sɪnju,AU,sɪnjʉ
train_018092,osculate,GA,ɑskjəleɪt,RP,ɒskjʊleɪt
train_018093,zebu,GA,zibju,RP,zibju
train_018094,therefore,RP,ðɛəfɔ,AU,ðefo
train_018095,luna,AU,lʉnə,GA,lunə
train_018096,teary,RP,tɪəɹi,GA,tɪɹi
train_018097,abuse,GA,əbjuz,AU,əbjʉs
train_018098,spitchcock,RP,spɪt͡ʃkɒk,GA,spɪt͡ʃkɑk
train_018099,stabile,GA,steɪbil,RP,steɪbaɪl
train_018100,doujinshi,GA,doʊd͡ʒɪnʃi,RP,dəʊd͡ʒɪnʃi
train_018101,tetrode,GA,tɛtɹoʊd,RP,tɛtɹəʊd
train_018102,apricot,AU,æepɹɪkɒt,RP,eɪpɹɪkɒt
train_018103,talker,GA,tɔkɚ,RP,tɔkə
